41999,0.9137726426,3
41999,4.0142173767,9
41999,4.0588402748,17
42059,0.3275299668,3
42059,2.2259984016,9
42059,1.4548382759,17
42119,0.1173989028,3
42119,0.7978804111,9
42119,0.5214679837,17
42179,0.0420801193,3
42179,0.2859898508,9
42179,0.1869134605,17
42239,0.0150830802,3
42239,0.1025093496,9
42239,0.0669967011,17
42299,0.0054063355,3
42299,0.0367431454,9
42299,0.0240141023,17
42359,0.0019378315,3
42359,0.0131701035,9
42359,0.0086075431,17
42419,0.0006945907,3
42419,0.0047206534,9
42419,0.0030852626,17
42479,0.0002489671,3
42479,0.0016920575,9
42479,0.0011058724,17
42539,0.0000892390,3
42539,0.0006064963,9
42539,0.0003963856,17
42599,0.0000319866,3
42599,0.0002173908,9
42599,0.0001420793,17
42659,0.0000114652,3
42659,0.0000779209,9
42659,0.0000509265,17
42719,0.0000041095,3
42719,0.0000279298,9
42719,0.0000182539,17
42779,0.0000014730,3
42779,0.0000100111,9
42779,0.0000065429,17
42839,0.0000005280,3
42839,0.0000035883,9
42839,0.0000023452,17
42899,0.0000001892,3
42899,0.0000012862,9
42899,0.0000008406,17
42959,0.0000000678,3
42959,0.0000004610,9
42959,0.0000003013,17
43019,0.0000000243,3
43019,0.0000001652,9
43019,0.0000001080,17
43079,0.0000000087,3
43079,0.0000000592,9
43079,0.0000000387,17
43139,0.0000000031,3
43139,0.0000000212,9
43139,0.0000000139,17
43199,0.0000000011,3
43199,0.0000000076,9
43199,0.0000000050,17
43259,0.0000000004,3
43259,0.0000000027,9
43259,0.0000000018,17
43319,0.0000000001,3
43319,0.0000000010,9
43319,0.0000000006,17
43379,0.0000000004,9
43379,0.0000000002,17
43439,0.0000000001,9
71579,3.0512657166,3
71639,2.7841482162,3
71639,13.9717817307,7
71639,3.6972424984,17
71699,0.9979422688,3
71699,5.0080041885,7
71699,1.3252290487,17
71759,0.3576995134,3
71759,1.7950545549,7
71759,0.4750111699,17
71819,0.1282127351,3
71819,0.6434143782,7
71819,0.1702616364,17
71879,0.0459562168,3
71879,0.2306235433,7
71879,0.0610280596,17
71939,0.0164724141,3
71939,0.0826640129,7
71939,0.0218747091,17
71999,0.0059043239,3
71999,0.0296298489,7
71999,0.0078407060,17
72059,0.0021163288,3
72059,0.0106204329,7
72059,0.0028103997,17
72119,0.0007585708,3
72119,0.0038067566,7
72119,0.0010073517,17
72179,0.0002718999,3
72179,0.0013644825,7
72179,0.0003610722,17
72239,0.0000974590,3
72239,0.0004890813,7
72239,0.0001294217,17
72299,0.0000349329,3
72299,0.0001753049,7
72299,0.0000463895,17
72359,0.0000125213,3
72359,0.0000628358,7
72359,0.0000166277,17
72419,0.0000044881,3
72419,0.0000225227,7
72419,0.0000059600,17
72479,0.0000016087,3
72479,0.0000080730,7
72479,0.0000021363,17
72539,0.0000005766,3
72539,0.0000028936,7
72539,0.0000007657,17
72599,0.0000002067,3
72599,0.0000010372,7
72599,0.0000002745,17
72659,0.0000000741,3
72659,0.0000003718,7
72659,0.0000000984,17
72719,0.0000000266,3
72719,0.0000001333,7
72719,0.0000000353,17
72779,0.0000000095,3
72779,0.0000000478,7
72779,0.0000000126,17
72839,0.0000000034,3
72839,0.0000000171,7
