Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,8,0,0,0,1
3,34,0,0,0,1
4,36,0,0,0,1
5,88,0,0,0,1
6,92,0,0,0,3
7,93,0,0,0,4
8,99,0,0,0,4
9,145,0,0,0,4
10,147,0,0,0,5
11,255,0,0,0,6
12,277,0,0,0,6
13,303,0,0,0,6
14,349,0,0,0,6
15,357,0,0,0,6
16,365,0,0,0,6
17,392,0,0,0,6
18,406,0,0,0,6
19,411,0,0,0,6
20,417,0,0,0,7
21,425,0,0,0,8
22,426,3,0,0,8
23,427,15,0,0,8
24,467,31,0,0,9
25,487,48,0,0,10
26,564,59,0,0,11
27,565,80,0,0,12
28,628,102,0,0,13
29,635,116,0,0,13
30,658,142,0,0,14
31,659,176,0,0,14
32,670,225,0,0,14
33,671,264,0,0,14
34,672,305,0,0,17
35,706,334,0,0,18
36,712,352,0,0,18
37,732,366,0,0,18
38,737,385,0,0,18
39,753,392,0,0,18
40,772,403,0,0,19
41,842,413,0,0,20
42,845,425,0,0,20
43,847,435,0,0,20
44,872,446,0,0,20
45,884,470,0,0,20
46,921,507,0,0,21
47,938,538,0,0,21
48,943,563,0,0,21
49,952,594,0,0,22
50,993,619,0,0,22
51,1040,640,0,0,23
52,1041,654,0,0,24
53,1048,667,0,0,24
54,1083,676,0,0,24
55,1092,689,0,0,25
56,1105,703,0,0,25
57,1120,716,0,0,25
58,1139,727,0,0,25
59,1158,742,0,0,25
60,1182,742,0,0,25
