Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,17,0,0,0,0
3,53,0,0,0,1
4,62,0,0,0,1
5,63,0,0,0,1
6,74,0,0,0,1
7,77,0,0,0,1
8,78,0,0,0,1
9,109,0,0,0,1
10,118,0,0,0,1
11,145,0,0,0,2
12,163,0,0,0,2
13,194,0,0,0,2
14,201,0,0,0,2
15,204,0,0,0,3
16,216,0,0,0,3
17,225,0,0,0,3
18,226,0,0,0,3
19,228,0,0,0,3
20,238,1,0,0,3
21,293,6,0,0,3
22,329,11,0,0,3
23,398,18,0,0,3
24,401,32,0,0,4
25,463,50,0,0,5
26,476,60,0,0,5
27,486,68,0,0,5
28,531,84,0,0,6
29,538,96,0,0,6
30,544,108,0,0,6
31,585,121,0,0,6
32,595,135,0,0,7
33,612,162,0,0,7
34,668,180,0,0,7
35,670,186,0,0,7
36,690,203,0,0,7
37,702,214,0,0,8
38,703,219,0,0,8
39,704,229,0,0,8
40,730,245,0,0,8
41,791,265,0,0,9
42,886,299,0,0,9
43,887,334,0,0,10
44,921,372,0,0,10
45,930,404,0,0,10
46,931,443,0,0,11
47,948,470,0,0,11
48,973,488,0,0,11
49,975,515,0,0,12
50,1011,539,0,0,14
51,1024,554,0,0,15
52,1040,580,0,0,16
53,1044,602,0,0,16
54,1055,632,0,0,16
55,1104,649,0,0,17
56,1121,666,0,0,18
57,1122,685,0,0,18
58,1142,696,0,0,19
59,1175,710,0,0,19
60,1177,710,0,0,19
