Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,1,0,0,0,0
3,27,0,0,0,0
4,46,0,0,0,1
5,47,0,0,0,1
6,66,0,0,0,1
7,74,0,0,0,1
8,75,0,0,0,2
9,86,0,0,0,2
10,90,0,0,0,2
11,91,0,0,0,2
12,159,0,0,0,2
13,180,0,0,0,3
14,181,0,0,0,3
15,190,0,0,0,4
16,197,0,0,0,4
17,211,0,0,0,4
18,233,1,0,0,4
19,268,1,0,0,4
20,269,3,0,0,4
21,312,5,0,0,4
22,369,9,0,0,4
23,376,13,0,0,5
24,382,22,0,0,5
25,412,37,0,0,6
26,423,53,0,0,6
27,428,62,0,0,6
28,455,68,0,0,6
29,456,78,0,0,6
30,494,87,0,0,6
31,500,98,0,0,6
32,533,124,0,0,6
33,637,145,0,0,6
34,649,158,0,0,6
35,662,176,0,0,7
36,663,193,0,0,8
37,713,207,0,0,9
38,728,219,0,0,11
39,733,237,0,0,12
40,750,257,0,0,12
41,752,282,0,0,13
42,767,307,0,0,14
43,789,337,0,0,14
44,804,366,0,0,14
45,843,379,0,0,14
46,852,398,0,0,16
47,888,418,0,0,17
48,898,435,0,0,17
49,931,456,0,0,17
50,937,470,0,0,17
51,938,493,0,0,17
52,941,524,0,0,17
53,964,549,0,0,17
54,985,588,0,0,17
55,992,619,0,0,18
56,1023,652,0,0,18
57,1027,671,0,0,18
58,1028,688,0,0,19
59,1039,711,0,0,19
60,1064,711,0,0,19
