Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,39,0,0,0,0
3,49,0,0,0,0
4,61,0,0,0,0
5,68,0,0,0,0
6,95,0,0,0,0
7,96,0,0,0,0
8,108,0,0,0,0
9,109,0,0,0,0
10,110,0,0,0,0
11,111,0,0,0,0
12,120,0,0,0,0
13,132,0,0,0,0
14,155,0,0,0,0
15,156,0,0,0,0
16,157,0,0,0,0
17,164,0,0,0,0
18,167,0,0,0,0
19,185,0,0,0,0
20,188,1,0,0,0
21,197,4,0,0,0
22,204,18,0,0,0
23,206,32,0,0,0
24,239,50,0,0,1
25,302,60,0,0,1
26,305,72,0,0,2
27,306,83,0,0,2
28,384,96,0,0,2
29,385,103,0,0,2
30,389,106,0,0,2
31,403,111,0,0,2
32,419,116,0,0,2
33,447,125,0,0,3
34,460,135,0,0,3
35,463,144,0,0,3
36,474,150,0,0,3
37,475,163,0,0,3
38,553,169,0,0,3
39,648,175,0,0,4
40,671,185,0,0,4
41,672,193,0,0,4
42,678,202,0,0,4
43,727,214,0,0,4
44,756,229,0,0,4
45,817,249,0,0,5
46,834,275,0,0,6
47,866,291,0,0,7
48,872,323,0,0,7
49,900,354,0,0,7
50,901,373,0,0,8
51,919,385,0,0,8
52,933,402,0,0,8
53,939,420,0,0,9
54,942,436,0,0,11
55,956,448,0,0,11
56,987,469,0,0,11
57,992,486,0,0,11
58,994,521,0,0,12
59,1010,558,0,0,12
60,1032,558,0,0,12
