Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,2,0,0,0,0
3,13,0,0,0,0
4,31,0,0,0,0
5,85,0,0,0,0
6,144,0,0,0,1
7,148,0,0,0,1
8,159,0,0,0,1
9,169,0,0,0,1
10,174,0,0,0,1
11,178,0,0,0,2
12,186,0,0,0,2
13,216,0,0,0,3
14,217,0,0,0,3
15,238,0,0,0,3
16,281,0,0,0,3
17,282,0,0,0,3
18,336,0,0,0,3
19,339,1,0,0,3
20,351,1,0,0,4
21,371,2,0,0,4
22,378,6,0,0,5
23,414,17,0,0,5
24,459,27,0,0,5
25,485,47,0,0,6
26,504,80,0,0,7
27,514,113,0,0,7
28,542,133,0,0,7
29,560,146,0,0,8
30,561,160,0,0,8
31,564,172,0,0,8
32,582,179,0,0,8
33,586,191,0,0,8
34,600,214,0,0,9
35,623,229,0,0,9
36,627,247,0,0,10
37,644,278,0,0,10
38,664,297,0,0,10
39,679,317,0,0,10
40,697,336,0,0,10
41,722,355,0,0,10
42,747,374,0,0,11
43,802,397,0,0,13
44,845,411,0,0,13
45,861,443,0,0,13
46,880,471,0,0,13
47,976,499,0,0,14
48,994,523,0,0,14
49,1018,536,0,0,14
50,1020,546,0,0,14
51,1052,556,0,0,17
52,1061,568,0,0,17
53,1062,579,0,0,17
54,1078,593,0,0,17
55,1083,607,0,0,17
56,1084,617,0,0,18
57,1112,630,0,0,18
58,1130,644,0,0,18
59,1167,664,0,0,19
60,1243,664,0,0,19
