Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,8,0,0,0,0
3,12,0,0,0,0
4,15,0,0,0,0
5,18,0,0,0,0
6,22,0,0,0,0
7,29,0,0,0,0
8,43,0,0,0,0
9,51,0,0,0,0
10,66,0,0,0,0
11,133,0,0,0,0
12,192,0,0,0,0
13,226,0,0,0,2
14,260,0,0,0,2
15,267,0,0,0,3
16,295,0,0,0,3
17,297,0,0,0,4
18,347,0,0,0,4
19,349,0,0,0,4
20,356,1,0,0,4
21,384,2,0,0,4
22,454,5,0,0,4
23,464,8,0,0,4
24,476,13,0,0,5
25,478,16,0,0,7
26,490,19,0,0,7
27,503,26,0,0,7
28,505,32,0,0,9
29,524,46,0,0,9
30,525,62,0,0,9
31,534,79,0,0,9
32,590,114,0,0,9
33,601,154,0,0,10
34,677,197,0,0,10
35,679,228,0,0,11
36,692,265,0,0,13
37,808,288,0,0,13
38,816,310,0,0,13
39,817,328,0,0,14
40,887,348,0,0,14
41,952,378,0,0,14
42,959,403,0,0,14
43,983,420,0,0,14
44,990,451,0,0,14
45,993,469,0,0,14
46,1008,481,0,0,15
47,1012,487,0,0,15
48,1025,496,0,0,15
49,1047,503,0,0,15
50,1053,517,0,0,17
51,1080,534,0,0,17
52,1102,563,0,0,17
53,1105,592,0,0,17
54,1110,621,0,0,18
55,1119,647,0,0,19
56,1180,687,0,0,20
57,1296,712,0,0,20
58,1313,763,0,0,21
59,1380,800,0,0,22
60,1395,800,0,0,22
