Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,13,0,0,0,0
3,36,0,0,0,0
4,89,0,0,0,0
5,94,0,0,0,0
6,95,0,0,0,0
7,125,0,0,0,0
8,126,0,0,0,0
9,140,0,0,0,0
10,153,0,0,0,0
11,164,0,0,0,0
12,268,0,0,0,0
13,271,0,0,0,0
14,284,0,0,0,1
15,290,0,0,0,1
16,294,0,0,0,1
17,296,0,0,0,3
18,302,0,0,0,3
19,323,0,0,0,3
20,343,2,0,0,3
21,370,9,0,0,3
22,376,15,0,0,3
23,378,29,0,0,3
24,429,48,0,0,5
25,431,66,0,0,5
26,449,81,0,0,5
27,511,100,0,0,5
28,529,114,0,0,6
29,559,129,0,0,6
30,603,141,0,0,7
31,617,161,0,0,7
32,660,182,0,0,10
33,661,219,0,0,10
34,675,252,0,0,10
35,686,274,0,0,11
36,687,284,0,0,12
37,716,293,0,0,13
38,730,301,0,0,13
39,761,314,0,0,14
40,762,325,0,0,14
41,773,347,0,0,14
42,789,360,0,0,15
43,825,381,0,0,15
44,829,396,0,0,15
45,841,417,0,0,16
46,847,441,0,0,17
47,881,466,0,0,18
48,902,495,0,0,19
49,931,535,0,0,19
50,970,565,0,0,19
51,998,597,0,0,19
52,1010,621,0,0,19
53,1025,646,0,0,19
54,1031,662,0,0,19
55,1123,674,0,0,20
56,1154,680,0,0,21
57,1155,698,0,0,22
58,1178,712,0,0,22
59,1183,738,0,0,22
60,1206,738,0,0,22
